CONTENT,CLASS
This song is just really fun ﻿,0
Check out this video on YouTube:﻿,1
SHAKIRA SONG WAKA WAKA﻿,0
Like﻿,0
"i think they were drunk when they shot the first half of the video and then the sec on half comes in, and her boobs are magically bigger and  she's more beautiful suddenly, and the dude practically vanishes ﻿",0
Check out this video on YouTube:..🌈🌈🌈﻿,1
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Wazzasoft Industry Sertave Wind Tendency Order Humor Unelind Operation Feandra Chorenn Oleald Claster Nation Industry Roll Fuffapster Competition Ociramma Quality",1
it pisses me off a bit that blank space has more views (868 mio) than this. meh ﻿,0
Check out this video on YouTube:﻿,1
"if watching in 2015 subscribe to <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104999962146104962510"" oid=""104999962146104962510"">SuperMarioLogan</a></span> ﻿",1
"This video is so cool, again and again!﻿",0
awesome﻿,0
I like you . Katy Perry 600▲60▲6▲﻿,0
Check out this video on YouTube:﻿,1
There is 7 bilion poeple on earth Now stop being dumb﻿,0
This song is so beauty,0
In my opinion I think you look better with black hair then blond hair : )﻿,0
"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I don’t have any money for advertisements, no chance of getting heard, nothing... If this comes off as spam, sorry. I am a video animator, just trying to make it up into the video animation industry. Please give me the chance to prove myself to you. Please visit my channel, subscribe if you like and thumb this comment up, so everyone can see! Thank You! ",1
WAYS TO MAKE MONEY 50k Per Month Search google Now &gt;&gt; 9nl.me/make-money-without-investment-1,1
I felt old when I realized that this song was 5 years old...﻿,0
*for 90&#39;s rap fans*  check out my Big Pun - &#39;Beware&#39; cover!  Likes n comments very much appreciated!,1
likeeeeeeeee﻿,0
Check Out The New Hot Video By Dante B Called Riled Up,1
Check out our cover of this song!,1
i am from Brazil please subscribe my channel love you all﻿,1
Its almost Katys birthday! October 25th Lets say happy birthday to katy!!! ♥♥♥♥♥♥﻿,0
Limit sun exposure while driving. Eliminate the hassle of having to swing  the car visor between the windshield and window.  https://www.kickstarter.com/projects/733634264/visortwin﻿,1
I don&#39;t think this song will ever get old ﻿,0
get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿,1
2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~﻿,0
goood﻿,0
Follow me watch my videos :) Follow me watch my videos :) Follow me watch  my videos :) Follow me watch my videos :) Follow me watch my videos :)  Follow me watch my videos :) Follow me watch my videos :)﻿,1
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mother approve the axiomatic insurance? The fear appoints the roll. When does the space prepare the historical shame?",1
This guy win dollars sleeping... m m m he loves the planet its full of RETARDS,1
"Check out Melbourne shuffle, everybody!﻿",1
Check out my channel please.,1
Eminem is my insperasen and fav﻿,0
Check out Berzerk video on my channel ! :D,1
i rekt ur mum last nite. cuz da haterz were 2 much 4 meh lik dis if u cri evertim and sponswer mi robox vidz https://www.indiegogo.com/projects/gimme-dem-moneyz-4-roblox/x/8851222#home﻿,1
Rihanna and Eminem together are unstoppable.﻿,0
"Hi -this is Johnny: 1. If You already know my music - thumb this up, because You found it this way, too. 2. If You want to hear original songs completely made by 1 person, continue reading:  I sing, write original music+lyrics &amp; play guitar, bass, drums &amp; keyboards. I&#39;m a 1-man-band. My music is completely independent &amp; 100% listener-supported. If You want to hear it &amp; if You&#39;re willing to help record new album - click on my name/picture.  Thank You &amp; enjoy the music - wish You awesome day!",1
I like it<br />﻿,0
so beutiful,0
I am going to blow my mind﻿,0
I love song ﻿,0
Awesome﻿,0
Sub my channel!﻿,1
"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I don’t have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. I’m an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney ",1
Check out this video on YouTube:﻿,1
Yesterday this video have 1 million likes and now it has 2 million﻿,0
still.. this reminds me of 1 years back when i was do shuffle everyday﻿,0
Check out this video on YouTube:﻿,1
Guys lmfaois going to have a reunion on June/27/15 at expo Idaho gardens there going 2 performe live and there&#39;s going 2 be a press conference after to answer questions about were there been its all live on my channel I got publishing rights subscribe to my channel to watch the whole thing if u don&#39;t believe me look it up hope to see all u true fans there and yes it&#39;s free ﻿,1
Why do I feel like as if Gangnam style copied their song from this?!﻿,0
"Hi, nice song Shakira! (Sorry for bad Brazilian)﻿",0
SERIOUSLY HOW DID THEY COME UP WITH THAT BEAT IT IS INSANELY GOOD HOLY FUCK﻿,0
Katy Perry is garbage. Rihanna is the best singer in the world. ﻿,0
why tiger succumbs to a beautiful girl ?.probably male tiger.....????   ha.ha.ha..﻿,0
https://www.facebook.com/teeLaLaLa﻿,1
I love you  ;p﻿,0
i hate rap﻿,0
http://hackfbaccountlive.com/?ref=4604617﻿,1
Please Subscribe In My Channel →﻿,1
Check out this video on YouTube:﻿,1
Love you shkira﻿,0
"if you like raw talent, raw lyrics, straight real hip hop Everyone check my newest sound  Dizzy X - Got the Juice (Prod by. Drugs the Model Citizen)   COMMENT TELL ME WHAT YOU THINK  DONT BE LAZY!!!!  - 1/7 Prophetz﻿",1
We can have a party next share﻿,1
http://www.wattpad.com/story/26032883-she-can-love-you-good﻿,1
https://www.surveymonkey.com/s/CVHMKLT﻿,1
"This great Warning will happen soon. ,0
LneaDw26bFst76VHKJL8PxaEy6VMNlvmriUDTSFK6vY,Ali Paša,2013-09-26T22:28:17.047000,Croatia &lt;3,0
LneaDw26bFvkAHxpKEnM25FYWkyXthsUpri6JuQsZnU,G Belrus,2013-09-26T22:26:12.832000,Nice one,0
LneaDw26bFtvZQt6JUEhasIEFRJG1exI_dVqdnQVPho,exode. comeback.,2013-09-26T22:23:00.710000,600m views.,0
LneaDw26bFunOarAg71AwGU6TJO6aZDKFIUn_TZ1_HY,Muhammad Shaeel Abbas,2013-09-26T22:15:45.476000,Fuck off!,0
LneaDw26bFt-oToUFj0z3vffLFNaxyKwZSIVQhiMx-E,Notorious Niko,2013-09-26T22:00:43.613000,""Hey guys im a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM...  Check out my 2 latest tracks as they are probably my best.. Audio isnt the best but im gonna invest in some real equipment for my next track..  Please Thumbs this up so others can see.. or hey dont just check me out yourself and leave a response and a like :D  Thanks in advance, you guys will be part of making my dream come TRUE   -Notorious Niko ",1
i love u  shakira﻿,0
Top three Shakira songs (my choice) <br /><br />1- Waka Waka (it&#39;s time for Africa)<br /><br />2- Can&#39;t remember to forget you <br /><br />3- Empire<br /><br />Like this comment if u like Shakira ﻿,1
I like it﻿,0
love!!!!﻿,0
SUPER!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
"Check out my dance videos!! You won&#39;t be disappointed!! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23KingLoTheDancer"">#KingLoTheDancer</a>﻿",1
Terrance. .thank you for serving our country. How do i &quot;like you&quot; or &quot;subscribe&quot;?,1
http://www.rtbf.be/tv/emission/detail_the-voice-belgique/toutes-les-auditions/auditionDetail_?emissionId=3873&amp;id=342  Please join me to the voice Liked and shared it please to win more audition  score. Thanks so much﻿,1
Waka waka﻿,0
How can this have 2 billion views when there's only me on the planet? LOL﻿,0
subscribe my chanel﻿,1
:) I&#39;ll subscribe to you. You look Nice :),1
I love the song roar it make me think am fill the way﻿,0
Every weekend a new lyric video of Eminem here VIEW LIKE SUBSCRIBE,1
http://thepiratebay.se/torrent/10626835/The.Expendables.3.2014.DVDSCR.Xvid-DiNGO ﻿,1
visit &quot; ww estiloproduction com &quot; best website to make money,1
"Hey guys whats up? I found this app that lets you get free gift card vouchers like psn cards,X-box live cards and even amazon gift cards. For free! All you have to do is  simply just download the app from the app store. It is called juno wallet. All you have to do is just sign up for the app and then complete a few surveys or just download some other free apps and you get money like 10 cents. Also, if you type in the code IM2458444. You will also start off with $0.25 free!! ",1
Good video﻿,0
Your a fucking bitch,0
" Hey youtubers... {**}I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the           music world. {**}I dont have any money to advertise my channel, {**}If you could just visit my channel, comment on my video or subscribe, that would be great.... {**}It will only be few seconds of your life..... {**}Thank u to all the people who just gave me a chance l really appreciate it ",1
http://www.gcmforex.com/partners/aw.aspx?Task=JoinT2&amp;AffiliateID=9107﻿,1
"<a href=""https://m.freemyapps.com/share/url/505b0232"">https://m.freemyapps.com/share/url/505b0232</a>﻿",1
"Every collaboration between them, we know it will be number 1 ﻿",0
"Hey Youtubers and All Music lover&#39;s, Guess most of you all skip these comments, but for you who is still reading this, thanks ! I dont have any money for advertisiments, no chance of getting heard, nothing. All that&#39;s left is spam, sorry. Im 17, Rapper/Singer from Estonia. Please listen my new cover on my account. You wont regret it. Give me just a chance, please. Take half a second of your life and thumb this comment up. It will maybe change my life, for real. Thank you Wafence ",1
this jap is such a piece of shit. he is such a worthless fish head. i dont  know how any one likes this dumb untanlted gook. this isnt even fucken  music. this is so fucking sad that this is even such thing. people are so  fucked up.﻿,0
"http://www.bing.com/explore/rewards?PUBL=REFERAFRIEND&amp;CREA=RAW&amp;rrid=_0f9fa8aa-243a-5c2f-c349-ede05ea397ca Bing rewards, earn free money. AND NO U CANT GET UR VIRUS IN BLUE!﻿",1
http://hackfbaccountlive.com/?ref=4436607  psy news offıcal ﻿,1
Why dafuq is a Korean song so big in the USA. Does that mean we support  Koreans? Last time I checked they wanted to bomb us. ﻿,0
"Check out our app to solve all your party/drunk problems! <br /><a href=""https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en"">https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en</a>﻿",1
Check out this video on YouTube:﻿,1
"666,002,018 views! 666 million. 666! Katy Perry illuminati confirmed!!!﻿",0
Most viewed video on youtube...daaaaaaaaaaannng those views can almost  dominate the entire...china...﻿,0
do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity give thumbs up i would  apprecitate it.,1
Hey guys subscribe to my channel for no reason! Please!..﻿,1
psy=korean﻿,0
https://www.facebook.com/tofikmiedzynB/photos/a.1496273723978022.1073741828.1496241863981208/1498561870415874/?type=1&amp;theater ﻿,1
Check out this video on YouTube:﻿,1
Pleas subscribe GamezZ MTA my channel<br />﻿,1
Party in da 🏠 tonight 👐👐👐👐👐👐﻿,0
I love this song so much﻿,0
http://www.ebay.com/itm/171183229277?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1
"I really don't understand how this has 600 million views lol. I'm not  hating or anything, it's just confusing. ﻿",0
http://www.ebay.com/itm/131275322914?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1
Please check out my New Song (MUSIC VIDEO) AD - Dont Play,1
VOTE FOR KATY FOR THE EMAs! #KATYCATS  http://tv.mtvema.com/artists/katy-perry/i38xh1﻿,1
just checking the views﻿,0
"check out ""starlitnightsky"" channel to see epic videos﻿",1
Subscribe and u are gonna hear me roar ;)﻿,1
like the songs﻿,0
 Once you have started reading do not stop. If you do not subscribe to me  within one day you and you're entire family will die so if you want to stay  alive subscribe right now.﻿,1
subscribe to my channel yo - DJ Feelz﻿,1
i love this song so much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
I&#39;m A SUBSCRIBER﻿,1
"HAHAA THIS DANCE IS TIGHTTTT<br /><br />I know y&#39;all &quot;…ain&#39;t got time for MY demo man&quot;  but check out some of my stuff<br /><br />Slappers on slappers on bangers! Click that link below to peep game! ENJOY. <br /><br /><a href=""https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk"">https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk</a>﻿",1
still listening in 2015﻿,0
Why did they stop their career in music? This music rocks !﻿,0
Incmedia.org where the truth meets you.﻿,1
wow!!!!!! increible song!!!!!!!!!﻿,0
Check out my covers I have a video coming out  please subscribe﻿,1
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mammoth waste achieve the shock? How does the limit reduce the delicate minute? How does the meaty scale adapt the oil?",1
Hey Guys this is Glamour Beauty! I just started my youtube channel please  go check it out! I'm going to post singing videos and also random videos  that I fell like! Please go to subscribe! More to come soon!. Remember to  subscribe!﻿,1
#2015 FUCK YEAH﻿,0
"I know that maybe no one will read this but PLEASE TYPE IN &quot;deazy99&quot; I&#39;m a rapper with a dream. I know you must see like millions of those on here everyday but please check out my music and subscribe if you&#39;d like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a &quot;THUMBS UP&quot; because what some might see as just a simple button press could make my dream come true..thank you again for your time &amp; may god bless you",1
Can anyone sub to my channel? :D﻿,1
"when i see this back in 2015 i ask myself how people got to like this song. seems like Gangnam style copied this style though, might just be me but yea﻿",0
My 6th grade teacher looked exactly like Katy Perry come to think of it...﻿,0
"GUYS SHARE THIS VIDEO!!!!!  HE must have 1.000.000.000 views  Share on Facebook, groups, pages!!",1
hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines,1
EMINEM the best EVER.﻿,0
Is that girl is Megan fox ﻿,0
if u love rihanna subscribe me,1
im still watching in 2015﻿,0
https://www.indiegogo.com/projects/cleaning-the-pan--2    please halp me  with my project﻿,1
"Came here to check the views, goodbye.﻿",0
Katy Perry's songs are the best of the songs of women artists.﻿,0
SubScribe me pls EMİNEM FANS,1
Hi Guys im an Upcoming Rapper if you could check out my channel and tell me what you think maybe subscribe or like i would really appreciate it all HATERS are welcome to :) thanks,1
HOW MANY THUMBS UP FOR LOUIS SAVING THE DAY!?!?﻿,1
give it a like﻿,1
"My videos are half way decent, check them out if you want.﻿",1
Love this song makes me wanna dance! ﻿,0
i think about 100 millions of the views come from people who only wanted to  check the views﻿,0
Will this song ever reach 7 Billion Views?﻿,0
Check out my YouTube channel I can rap﻿,1
Thanks to this video we know that Nokia phones can survive a plane crash.﻿,0
Subscribe and Win a CAP<br />       ☆☆☆☆☆﻿,1
beautiful,0
Perfect! &lt;3﻿,0
Hey everyone. Watch this trailer!!!!!!!!  http://believemefilm.com?hlr=h2hQBUVB﻿,1
I love this song up to the moon &gt;3 you are Rocks!﻿,0
Shakira :-*,0
I really am madly in love with this woman!!﻿,0
"Hey guys and girls check out Comedy Recipe for hilarious you tube videos, pranks, and crank calls!",1
HOW DO YOU PUT A PICTURE FOR YOUR IMAGE THINGIE?!?!﻿,1
I did a cover if u want to check it out THANK U.....Michael Age 8﻿,1
Katycat! https://m.facebook.com/profile.php?id=1461302180794905﻿,1
 Facebook account HACK!! http://hackfbaccountlive.com/?ref=4477063﻿,1
old and good song﻿,0
why I dont see any comments but mine?:/﻿,0
"I fuckin love this song!<br /><br /><br />After, I&#39;m sexy and I know it ﻿",0
super﻿,0
"Check out our vids, our songs are awesome! And that I guarantee :)﻿",1
HI! CHECK OUT OUR AWESOME COVERS! AND SAY WHAT YOU THINK!,1
"She's got it all. Incredible voice, extremely hot, nice tits﻿",0
Okay trust me I&#39;m doing a favor. You NEED to check out this guy named Columbus Nelson on YouTube.,1
"Just coming to check if people are still viewing this video. And  apparently, they still do.﻿",0
"she is a fool. this is a foolish video. the lyrics are all about her and  how great she is. she is arrogant, obviously. but the thing is that there  are a lot of idiots.. look how many hits this garnered. the young stupid  girls who listen to her are numbering in the millions i guess. this video  is a piece of trash. why would anyone ever like it or listen to it? because  these stupid little girls have idiots for fathers and mothers.. and so they  are going to turn into idiots also.. just like this stupid singer. ﻿",0
Check out this video on YouTube:﻿,1
do you want to make some easy money? check out my page tvcmcadavid.weebly . com dont miss out on this opportunity,1
SUBSCRIBE MY CHANNEL PLEASE LOL PRO PLAYS)﻿,1
why are they 5million comments when there is only 279.898 youtube Users.   5million fake account or PSY hacked youtube﻿,0
hay my is honesty wright i am 12year old  i love your song thank you for makeing this song i love this song so much sometime harts can get breaken  people kill  they self or go cazzy i  love you so much thanks 😱👏keep on go  make  sure you doing your   dream is comeing rule  good luck﻿,0
"It's so hard, sad :( iThat little child Actor HWANG MINOO dancing very  active child is suffering from brain tumor, only 6 month left for him .Hard  to believe .. Keep praying everyone for our future superstar.  #StrongLittlePsY #Fighting  SHARE EVERYONE PRAYING FOR HIM http://ygunited.com/2014/11/08/little-psy-from-the-has-brain-tumor-6-months-left-to-live/ ﻿",1
"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :) ",1
MANY MEMORIES...........﻿,0
https://binbox.io/DNCkM#qT4Q1JB1﻿,1
Check out this video on YouTube:opponents mm <br /><br /><br /><br />--•[••••=====++¥¥£££<br />﻿,1
Katty perry please say in one of your new videoes that they follow the  Girls Girls please﻿,1
Hay dakota u earned a subscribee,1
Sick Music for sick females﻿,0
tryna work with some rappers check out the ones i already have on my channel,1
I really ask nicely to view my vids:) I subscribe back..,1
Dear friends please subscribe to my channel I will be very glad to see You virucide ;-)﻿,1
"Hello everyone, It Is not my intention to spam and am truly sorry If anyone Is annoyed by this but just please hear me out.  I am a rapper, singer, music producer and a song writer and have been making music for a while now, eight years to be exact.  I enjoy making all types of music that anyone can listen to, doesn&#39;t have me talking about killing anyone and most importantly, focuses on the quality of the music.  Please check out my page, It&#39;s only a click away.  Thank you and have a nice day :)",1
https://www.indiegogo.com/projects/help-stop-my-poverty-cyber-pan-handleing/x/8692160#home ﻿,1
Please subscribe every sub gets a shout out tell me what type of videos u  want and I will try make it happen﻿,1
https://www.facebook.com/pages/%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%A7%D8%AC%D9%85%D9%84-%D8%A7%D9%84%D8%A7%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89___-music/674732645945877 ﻿,1
Party rock﻿,0
Waka waka !!!﻿,0
Yeah! Let&#39;s start the party!﻿,0
subscribe me if u love eminem,1
Check out this playlist on YouTube:﻿,1
The little PSY is suffering Brain Tumor and only has 6 more months to live.  Please pray to him and the best lucks.﻿,0
Very Nice !!!<br />Yeah Fucking.﻿,0
Check out this video on YouTube:﻿,1
We pray for you Little Psy ♡﻿,0
"Hi I&#39;m lil m !!! Check out love the way you lie!!!! My live performance and many others,,, videos and my own lyrics!!!!! Thanks",1
This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!﻿,0
check out my Eminem &amp; Kid Cudi M a s h up /watch?v=XYTcq5NzMuA,1
hello friends. i am a young 15 year old rapper trying to make something out of nothing..Please can you take a second of your life and check out my videos and help me reach my Dreams! GoD Bless YOU,1
LMFAO!﻿,0
SUBSCRIBE TO MY CHANNEL﻿,1
"Hello! I'm Marian, I'm a singer from Venezuela! I was part of a boy-girl band named cubik, and I'm now singing on my own  'cause I wanted to play my own pop and pop-rock songs.  It would mean a lot if you could have a look at my channel to check my  music and watch my new video!! and if u like, subscribe to it! XOXO THANKS!!  PS: if you like a lot my channel, you can share it with your friends!!  Haha!! LOL MARIAN﻿",1
Cool song ﻿,0
"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Chillpal . Sturdy . Astauand . Johackle . Chorenn . Ethosien . Changeable . Public . Noxu . Ploosnar . Looplab . Hoppler . Delicious . False . Scitenoa . Locobot . Heartbreaking . Thirsty . Reminiscent",1
Hi! I would appreciate it if you all could help to like this poster on  Facebook:  https://www.facebook.com/nyghdramafest2014/photos/a.333608120156973.1073741830.327568907427561/333607726823679/?type=3&amp;theater ﻿,1
Hi guys ! !  Check Out My Remixes ! !  Thanx You&#39;re Great ! ! SWAG ! !,1
wow,0
:D﻿,0
"this video is very inaccurate, a tiger would rip her face of﻿",0
this video has 800+m views<br />and the channel got 3m subscribers﻿,1
I'd rather hear some propa explicit gangsta rap insted of this garbage.  This song is trash !﻿,0
"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1
"okay, this should cover me for some time... Thumbs up if you&#39;re watching while youtube still exists.﻿",1
great song you go katy!﻿,0
I love this song so much﻿,0
"hey guy if you can please SUBSCRIBE to my channel im a young dedicated rapper i post videos everyday to improve  i write/perform/record/mix/edit/post everyday  i do a verse everyday (16 bars)to improve i&#39;m doing it for 365 days a whole year to improve right now i&#39;m on day 46  if you guys can please like this comment so everyone can see it and follow me on my journey/watch me improve everyday SUBSCRIBE PLEASE I&#39;m lyrical and i keep it real  help me reach my dream,help me build a fan base,THANKS(:",1
MEGAN FOX AND EMINEM TOGETHER IN A VIDEO  DOESNT GET BETTER THAN THAT﻿,0
  Check out my SEXY VIDEO :*,1
most popular video on youtube  ﻿,0
I like the Mmph version better﻿,0
I #votekatyperry for the 2014 MTV #VMA Best Lyric Video! See who's in the  lead and vote:  http://on.mtv.com/Ut15kX﻿,1
❤️ ❤️ ❤️ ❤️ ❤️❤️❤️❤️﻿,0
Pls follow this channel!! http://www.twitch.tv/sevadus﻿,1
https://www.change.org/p/facebook-twitter-youtube-do-not-censor-julien-blanc ﻿,1
I know it old song but (like) if you watching in 2015﻿,0
is that Megan fox﻿,0
┏━━━┓┏┓╋┏┓┏━━━┓┏━━━┓┏┓╋╋┏┓  ┃┏━┓┃┃┃╋┃┃┃┏━┓┃┗┓┏┓┃┃┗┓┏┛┃  ┃┗━━┓┃┗━┛┃┃┃╋┃┃╋┃┃┃┃┗┓┗┛┏  ┗━━┓┃┃┏━┓┃┃┗━┛┃╋┃┃┃┃╋┗┓┏┛  ┃┗━┛┃┃┃╋┃┃┃┏━┓┃┏┛┗┛┃╋╋┃┃  ┗━━━┛┗┛╋┗┛┗┛╋┗┛┗━━━┛╋╋┗┛ CHECK MY VIDEOS AND SUBSCRIBE AND LIKE PLZZ,1
"THIS IS A COMPETITION TO MEET MY IDOLS, IT WOULD MEAN SO MUCH IF YOU GUYS  WILL LIKE THIS PIC ON IG! http://instagram.com/p/smZdivopxb/﻿",1
Best World Cup Song﻿,0
Look and shares my video please :D,1
"Made five years ago and people still don&#39;t understand the message this song is conveying. For those of you who don&#39;t, understand that domestic violence is no game, women like the fictional one in this video do exist. Living their lives with a man who abuses her, but still chooses to stay for not the love, but for the sexual feeling he gives her. This is quite sad, actually. ﻿",0
Check out this video on YouTube:﻿,1
"Hey guys please check out my new Google+ page it has many funny pictures,  FunnyTortsPics  https://plus.google.com/112720997191206369631/post﻿",1
I learned the shuffle because of them﻿,0
cooooooooooooolllllllllll﻿,0
Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0
follow me on instagram bigboss286﻿,1
"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks ",1
"I really love watching football and also I’ve started off making income with out financial risk from acquiring bonus deals. It’s this weird technique where you wager on something with one bookmakers and bet against it on Betfair. You secure the bonus as income . A chap named Jim Vanstone is finding the wagers free on his own website Vanstone Secrets (Google it!). I’ve made about 500 quid thus far. And it is cost-free. I guess the bookies pay him to obtain new consumers, yet this actually works.",1
Who knows the name of that girl?.. and that one.. and that one...﻿,0
"Don&#39;t love someone soo much, love the way u lie..﻿",0
Check out this video on YouTube:﻿,1
LIKE AND SUBSCRIB IF YOU WATCH IN 2015 ;)﻿,1
Pleas subscribe my channel GamezZMTA﻿,1
The most liked video on YouTube...﻿,0
Help Please!!  http://www.gofundme.com/RJanimalcare﻿,1
"Almost 1 Bil. What? Wow, GS sucks, in my opinion.﻿",0
"Believe that Jesus Christ is your savior for all your sins. If you truly believe in Jesus Christ to be your savior for all your sins then you will go to Heaven. If you believe in Jesus Christ then you are saved and you are in salvation and you have gained God’s righteousness. It matters not how much you have sinned in the past, in the present and especially in the future. Believe that Jesus Christ is your savior and you will go to Heaven forever and that is the whole truth. Spread the truth. ",1
I could finally do the spongebob but I started yesterday XD﻿,0
like this comment please﻿,1
Like eminen﻿,0
She&#39;s so pretty,0
Hey guys! My mom said if i got 100 subs before christmas I'll get a kitten  and I always have wanted an kitten so please watch my videos and if you  like it subscribe or like :) Please no mean comments﻿,1
Check out this video on YouTube:﻿,1
Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0
"Part 5. Comforter of the afflicted, pray for us Help of Christians, pray for us Queen of Angels, pray for us Queen of Patriarchs, pray for us Queen of Prophets, pray for us Queen of Apostles, pray for us Queen of Martyrs, pray for us Queen of Confessors, pray for us Queen of Virgins, pray for us Queen of all Saints, pray for us Queen conceived without original sin, pray for us Queen of the most holy Rosary, pray for us Queen of the family, pray for us Queen of peace, pray for us ",1
Check out this video on YouTube:﻿,1
Why does this video have so many views? Because asian things are awesome and non-asian countries are jelly so they  try to learn from asia by looking at this video d:﻿,0
 Follow me on Instagram. _chris_cz  ﻿,1
Love this soooooooooooooooooooooooooooooooooooooooooooooooooo much﻿,0
The rap: cool     Rihanna: STTUUPID﻿,0
Check out this playlist on YouTube:י<br /><br /><br /><br />⛺🏤⛺⛺﻿,1
Hey dickwad - we&#39;re all africans. The colour of your skin just tells us something about how long ago your ancestors left Africa.   Check out Baba Brinkman - he has a song called &quot;I&#39;m A African&quot;   Go learn something.,1
http://www.twitch.tv/jaroadc come follow and watch my stream!﻿,1
Check out this video on YouTube:﻿,1
I liked<br />﻿,0
OMG that looks just like a piece of the mirror of harry potter and the deathly hallows.<br />Either that house. (sirius black)﻿,0
Dance :)﻿,0
You are the music hero😍😎﻿,0
Tuto to subscribe to my channel because you should sign up for 17 l please thank you I&#39;d do anything for you to sign up a lot of good video I usually do!﻿,1
Eminem and Rihanna sing the song very well.﻿,0
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!   Lake   . Victorious . Luxuriant . Alcoholic . Responsible . Unbiased . Yoffa . Ociramma . Ociramma . Handsome . Arrowgance . Mizuxe . Boaconic . Sophisticated . Ill-fated . Spourmo . Chubby . Hioffpo . Probable . Singlewave",1
katy perry is awesome﻿,0
Love the video ﻿,0
Www.youniqueproducts.com/joannagordon Younique by Joanna Gordon www.youniqueproducts.com﻿,1
2015 LIKEEE﻿,0
